#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
HG03082	998033	1.00000	1578151	0.99957	0.00180	0.00068	0.61259	0.01107
HG01797	1043823	1.00000	1541172	0.99948	0.00088	0.00028	0.59620	0.01292
NA20503	949317	1.00000	1647828	0.99957	0.00100	0.00032	0.63448	0.01101
NA12046	911118	1.00000	1616281	0.99952	0.00098	0.00030	0.63950	0.01262
HG02127	1052673	1.00000	1531119	0.99947	0.00080	0.00025	0.59259	0.01257
HG02371	1029140	1.00000	1511636	0.99947	0.00093	0.00029	0.59495	0.01364
HG02312	954005	1.00000	1640171	0.99951	0.00087	0.00027	0.63225	0.01211
HG02105	1069743	1.00000	1383435	0.99951	0.00080	0.00027	0.56394	0.01378
HG00463	1059347	1.00000	1537131	0.99947	0.00098	0.00032	0.59201	0.01232
HG02819	998087	1.00000	1563509	0.99924	0.00620	0.00255	0.61037	0.01225
HG02420	840364	1.00000	1775808	0.99954	0.00089	0.00027	0.67878	0.01339
HG00436	1022417	1.00000	1528275	0.99947	0.00085	0.00027	0.59916	0.01362
HG02003	1026718	1.00000	1478805	0.99945	0.00100	0.00034	0.59022	0.01356
HG02681	912864	1.00000	1671895	0.99955	0.00166	0.00056	0.64683	0.01192
HG00580	1054484	1.00000	1551727	0.99946	0.00091	0.00029	0.59540	0.01253
NA19118	987795	1.00000	1626706	0.99954	0.00087	0.00029	0.62219	0.01085
NA20509	938504	1.00000	1649191	0.99954	0.00095	0.00030	0.63732	0.01223
HG00355	953138	1.00000	1676044	0.99958	0.00097	0.00031	0.63748	0.00916
HG03547	973186	1.00000	1574318	0.99945	0.00148	0.00054	0.61798	0.01309
HG03515	981551	1.00000	1557514	0.99953	0.00128	0.00047	0.61342	0.01320
HG03367	1014522	1.00000	1588357	0.99952	0.00130	0.00048	0.61023	0.01119
HG03910	961946	1.00000	1646997	0.99952	0.00112	0.00036	0.63129	0.01209
HG02130	1031322	1.00000	1540885	0.99951	0.00092	0.00030	0.59905	0.01180
HG01762	938356	1.00000	1592110	0.99954	0.00093	0.00029	0.62918	0.01158
HG01474	900574	1.00000	1628118	0.99951	0.00091	0.00028	0.64386	0.01295
HG01781	929381	1.00000	1665495	0.99951	0.00107	0.00034	0.64184	0.01102
NA19083	1009563	1.00000	1508881	0.99944	0.00084	0.00027	0.59913	0.01451
HG03963	956191	1.00000	1707594	0.99954	0.00244	0.00087	0.64104	0.00998
HG02760	939208	1.00000	1525329	0.99953	0.00093	0.00032	0.61891	0.01354
HG01583	937129	1.00000	1711556	0.99962	0.00088	0.00027	0.64619	0.01149
HG04134	926890	1.00000	1701945	0.99944	0.00264	0.00092	0.64741	0.01262
NA10847	927325	1.00000	1615262	0.99954	0.00100	0.00031	0.63528	0.01217
HG01765	917068	1.00000	1599386	0.99953	0.00104	0.00032	0.63557	0.01270
HG04033	970476	1.00000	1690391	0.99950	0.00292	0.00107	0.63528	0.01064
NA20866	948069	1.00000	1685234	0.99954	0.00090	0.00028	0.63997	0.01087
HG03271	980915	1.00000	1563951	0.99947	0.00147	0.00055	0.61455	0.01433
HG04042	941369	1.00000	1689942	0.99950	0.00410	0.00154	0.64224	0.01129
HG03112	965522	1.00000	1562657	0.99953	0.00098	0.00032	0.61810	0.01202
NA20869	953857	1.00000	1688104	0.99954	0.00109	0.00034	0.63896	0.01069
HG03829	930871	1.00000	1608275	0.99952	0.00117	0.00038	0.63339	0.01330
NA20320	883193	1.00000	1556014	0.99954	0.00139	0.00044	0.63792	0.01457
HG02386	1003332	1.00000	1507217	0.99948	0.00093	0.00030	0.60035	0.01322
HG03437	969692	1.00000	1577748	0.99952	0.00143	0.00052	0.61935	0.01256
HG01353	926099	1.00000	1739470	0.99957	0.00102	0.00032	0.65257	0.00901
NA19455	957997	1.00000	1606586	0.99958	0.00078	0.00026	0.62645	0.01197
HG02654	926429	1.00000	1689523	0.99954	0.00196	0.00068	0.64585	0.01160
HG02839	985220	1.00000	1588536	0.99951	0.00100	0.00034	0.61721	0.01221
HG04222	961709	1.00000	1712763	0.99954	0.00138	0.00044	0.64041	0.01003
HG02675	972485	1.00000	1556214	0.99950	0.00111	0.00038	0.61542	0.01284
HG03433	995126	1.00000	1603673	0.99958	0.00114	0.00040	0.61708	0.00997
NA18644	1060609	1.00000	1574229	0.99960	0.00152	0.00047	0.59747	0.00870
HG01275	965792	1.00000	1527402	0.99945	0.00089	0.00029	0.61263	0.01301
HG02343	905558	1.00000	1665764	0.99957	0.00130	0.00046	0.64782	0.01285
NA19384	964902	1.00000	1586676	0.99956	0.00072	0.00023	0.62184	0.01329
NA19752	946144	1.00000	1615940	0.99952	0.00079	0.00025	0.63071	0.01277
HG04189	947698	1.00000	1695541	0.99944	0.00355	0.00131	0.64146	0.01140
HG03311	994307	1.00000	1565308	0.99955	0.00103	0.00036	0.61154	0.01169
HG00684	1021832	1.00000	1498123	0.99952	0.00084	0.00027	0.59450	0.01332
HG00739	907967	1.00000	1679842	0.99952	0.00144	0.00045	0.64914	0.01148
HG01710	917388	1.00000	1658053	0.99959	0.00098	0.00030	0.64379	0.01112
HG02187	1024134	1.00000	1538625	0.99947	0.00127	0.00042	0.60038	0.01288
HG01794	1058822	1.00000	1498251	0.99949	0.00092	0.00029	0.58592	0.01261
HG02086	1013217	1.00000	1528822	0.99951	0.00106	0.00035	0.60142	0.01294
NA20891	919793	1.00000	1633940	0.99927	0.00476	0.00183	0.63982	0.01412
HG01784	916375	1.00000	1633729	0.99953	0.00086	0.00027	0.64065	0.01207
HG01598	1034316	1.00000	1550080	0.99953	0.00081	0.00026	0.59978	0.01280
HG00524	1022842	1.00000	1563960	0.99951	0.00096	0.00031	0.60459	0.01232
HG03388	995332	1.00000	1569073	0.99949	0.00225	0.00087	0.61187	0.01186
HG01882	959949	1.00000	1602997	0.99955	0.00075	0.00025	0.62545	0.01212
NA20821	910631	1.00000	1645422	0.99950	0.00087	0.00027	0.64374	0.01220
NA19372	980510	1.00000	1598973	0.99959	0.00089	0.00030	0.61988	0.01159
NA19625	879758	1.00000	1792979	0.99954	0.00091	0.00028	0.67084	0.01209
HG02286	1003087	1.00000	1531993	0.99948	0.00079	0.00025	0.60432	0.01286
HG01485	893162	1.00000	1772656	0.99957	0.00089	0.00028	0.66496	0.01131
HG03722	991817	1.00000	1583427	0.99951	0.00159	0.00057	0.61486	0.01138
NA20520	933803	1.00000	1680562	0.99955	0.00098	0.00030	0.64282	0.01048
HG02128	1037882	1.00000	1528531	0.99952	0.00085	0.00027	0.59559	0.01256
NA20783	930672	1.00000	1650122	0.99947	0.00093	0.00029	0.63939	0.01253
NA12751	934544	1.00000	1660171	0.99954	0.00108	0.00033	0.63983	0.01101
HG03247	975835	1.00000	1600132	0.99953	0.00102	0.00035	0.62118	0.01293
NA21129	919780	1.00000	1593818	0.99957	0.00093	0.00029	0.63408	0.01369
HG01405	912835	1.00000	1716342	0.99951	0.00092	0.00028	0.65281	0.01206
HG01976	991847	1.00000	1565844	0.99957	0.00090	0.00029	0.61221	0.01196
HG03709	927591	1.00000	1677586	0.99958	0.00134	0.00044	0.64394	0.01227
NA19068	1052585	1.00000	1539685	0.99950	0.00124	0.00039	0.59395	0.01177
HG01412	894495	1.00000	1711035	0.99957	0.00100	0.00030	0.65669	0.01170
NA18973	1050645	1.00000	1566579	0.99949	0.00105	0.00034	0.59857	0.01187
HG02471	966888	1.00000	1626914	0.99952	0.00087	0.00029	0.62723	0.01180
HG02783	954631	1.00000	1660437	0.99950	0.00100	0.00032	0.63495	0.01221
HG03815	948948	1.00000	1707289	0.99955	0.00140	0.00047	0.64275	0.01092
NA12286	918599	1.00000	1634522	0.99952	0.00139	0.00044	0.64021	0.01193
NA19320	968683	1.00000	1603952	0.99955	0.00076	0.00025	0.62347	0.01215
HG03130	1018950	1.00000	1595239	0.99952	0.00148	0.00055	0.61022	0.01048
NA18488	962799	1.00000	1561743	0.99954	0.00084	0.00027	0.61862	0.01365
HG00240	893146	1.00000	1574395	0.99951	0.00159	0.00057	0.63804	0.01351
HG03021	954749	1.00000	1659035	0.99952	0.00162	0.00055	0.63473	0.01250
NA21094	971412	1.00000	1685488	0.99951	0.00107	0.00033	0.63438	0.00952
HG00261	925097	1.00000	1596478	0.99954	0.00099	0.00030	0.63313	0.01278
HG02315	910848	1.00000	1628353	0.99953	0.00083	0.00027	0.64129	0.01343
HG01991	1002958	1.00000	1498508	0.99943	0.00078	0.00025	0.59905	0.01462
HG03870	907159	1.00000	1610683	0.99945	0.00284	0.00102	0.63971	0.01403
NA19312	970128	1.00000	1610036	0.99950	0.00081	0.00027	0.62401	0.01208
NA18960	1055306	1.00000	1554290	0.99951	0.00093	0.00030	0.59561	0.01202
HG01167	920051	1.00000	1768113	0.99959	0.00098	0.00031	0.65774	0.00915
HG02624	1000409	1.00000	1610282	0.99944	0.00191	0.00073	0.61680	0.01174
HG03518	974772	1.00000	1576856	0.99956	0.00161	0.00059	0.61798	0.01179
HG00131	938373	1.00000	1615934	0.99957	0.00093	0.00029	0.63263	0.01188
HG02816	993739	1.00000	1600923	0.99949	0.00102	0.00034	0.61701	0.01232
HG03960	916906	1.00000	1627152	0.99948	0.00228	0.00082	0.63959	0.01351
NA19761	931793	1.00000	1601879	0.99950	0.00099	0.00031	0.63224	0.01390
NA20533	928686	1.00000	1623194	0.99939	0.00133	0.00041	0.63608	0.01406
HG01173	884987	1.00000	1673561	0.99953	0.00090	0.00028	0.65411	0.01268
NA21088	956837	1.00000	1669283	0.99953	0.00141	0.00043	0.63565	0.01139
HG02419	938936	1.00000	1574462	0.99955	0.00086	0.00028	0.62643	0.01336
HG02152	1052976	1.00000	1511528	0.99957	0.00078	0.00025	0.58940	0.01243
HG01140	939525	1.00000	1685636	0.99955	0.00097	0.00030	0.64211	0.01058
HG01879	920786	1.00000	1682315	0.99952	0.00110	0.00038	0.64627	0.01253
NA12546	910474	1.00000	1605580	0.99956	0.00097	0.00030	0.63813	0.01218
HG02351	1041777	1.00000	1570188	0.99944	0.00093	0.00030	0.60115	0.01283
HG03920	910845	1.00000	1626795	0.99942	0.00210	0.00074	0.64107	0.01322
HG01479	909535	1.00000	1664738	0.99956	0.00090	0.00028	0.64668	0.01220
HG00097	927997	1.00000	1618657	0.99954	0.00095	0.00030	0.63560	0.01187
NA18949	1044896	1.00000	1524500	0.99947	0.00092	0.00029	0.59333	0.01230
NA20504	921947	1.00000	1644098	0.99949	0.00155	0.00050	0.64071	0.01164
NA20901	934368	1.00000	1697492	0.99955	0.00103	0.00032	0.64498	0.01208
HG00592	1045627	1.00000	1563157	0.99949	0.00109	0.00034	0.59919	0.01163
NA18602	1016321	1.00000	1508732	0.99938	0.00143	0.00050	0.59751	0.01472
HG01886	934673	1.00000	1649827	0.99947	0.00340	0.00132	0.63835	0.01199
HG01942	1045987	1.00000	1494208	0.99949	0.00084	0.00027	0.58823	0.01216
HG02546	955764	1.00000	1626392	0.99956	0.00082	0.00026	0.62986	0.01221
HG01398	925229	1.00000	1659363	0.99954	0.00092	0.00029	0.64202	0.01189
NA20801	924405	1.00000	1659387	0.99949	0.00096	0.00030	0.64223	0.01216
HG01259	911910	1.00000	1662912	0.99956	0.00110	0.00034	0.64584	0.01098
HG02558	952613	1.00000	1634346	0.99950	0.00139	0.00050	0.63176	0.01224
HG03517	1011474	1.00000	1589597	0.99949	0.00183	0.00068	0.61113	0.01017
HG01250	941248	1.00000	1718339	0.99953	0.00093	0.00029	0.64609	0.01065
NA18533	1037006	1.00000	1516264	0.99952	0.00074	0.00024	0.59385	0.01307
HG01254	912536	1.00000	1766894	0.99960	0.00116	0.00036	0.65943	0.00956
HG03369	1002797	1.00000	1601057	0.99955	0.00156	0.00055	0.61488	0.01021
NA19184	961326	1.00000	1535966	0.99953	0.00070	0.00023	0.61505	0.01383
HG00309	927241	1.00000	1643164	0.99950	0.00087	0.00027	0.63926	0.01228
HG01051	875244	1.00000	1690189	0.99950	0.00099	0.00033	0.65883	0.01292
NA19351	975926	1.00000	1593297	0.99952	0.00098	0.00033	0.62015	0.01258
HG02384	1013217	1.00000	1493283	0.99947	0.00092	0.00030	0.59576	0.01426
HG03899	964404	1.00000	1624513	0.99952	0.00195	0.00068	0.62749	0.01128
NA11918	894390	1.00000	1596188	0.99954	0.00144	0.00047	0.64089	0.01292
NA19393	978447	1.00000	1614122	0.99956	0.00088	0.00028	0.62260	0.01179
NA19750	913677	1.00000	1668484	0.99956	0.00092	0.00030	0.64616	0.01231
HG03297	969749	1.00000	1539357	0.99949	0.00127	0.00046	0.61351	0.01264
NA19792	917282	1.00000	1694854	0.99957	0.00077	0.00024	0.64884	0.01187
HG01072	871452	1.00000	1615589	0.99953	0.00084	0.00026	0.64960	0.01382
HG03968	957272	1.00000	1685165	0.99951	0.00228	0.00081	0.63773	0.01092
NA19017	980638	1.00000	1626342	0.99952	0.00097	0.00032	0.62384	0.01109
HG03370	977140	1.00000	1560227	0.99947	0.00103	0.00036	0.61490	0.01361
